Year_Type,Year,Employee_Identifier,Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
Calendar,2013,26468,52376.6,0,305.7,52682.3,10272.99,12296.25,4120.78,26690.02,79372.32
Fiscal,2016,29013,100589.32,0,0,100589.32,18719.77,13068.8,7993.23,39781.8,140371.12
Fiscal,2013,29963,43154.01,0,13103.7,56257.71,8270.26,4677.57,912.05,13859.88,70117.59
Fiscal,2016,21491,155098.01,479.72,1651.45,157229.18,28382.42,13118.69,10638.72,52139.83,209369.01
Calendar,2013,9105,55026,924.3,728,56678.3,10950.18,12918.24,4680.08,28548.5,85226.8
Fiscal,2015,18953,91146.78,0,4116.97,95263.75,21367.66,12476.61,7484.07,41328.34,136592.09
Fiscal,2016,33588,79546.21,0,1028.97,80575.18,14803.49,9128.21,6481.12,30412.82,110988
Fiscal,2014,20786,64748.22,0,9294.18,74042.4,14968.1,12524.53,6617.64,34110.27,108152.67
Fiscal,2014,30323,73415.71,0,2131.4,75547.11,16080.02,12512.55,6221.82,34814.39,110361.5
Fiscal,2014,32949,64908.33,0,1520,66428.33,14162.48,11730.51,5394.81,31287.8,97716.13
Fiscal,2014,53545,63270.9,2927.33,814.18,67012.41,13662.94,12512.55,5289.15,31464.64,98477.05
Fiscal,2015,14269,81461.61,119.74,1580.39,83161.74,18409.31,12319.93,6486.41,37215.65,120377.39
Fiscal,2015,40750,119122.45,7133.66,18980.04,145236.15,25738.84,12392.8,2394.94,40526.58,185762.73
Calendar,2013,24517,76503.04,461.12,2616,79580.16,15601.23,12918.31,6161.09,34680.63,114260.79
Calendar,2013,16767,68345.5,0,466.91,68812.41,13669.74,9308.32,5649.23,28627.29,97439.7
Calendar,2013,2845,41146.49,0,4771.7,45918.19,8593.18,9659.8,3830.03,22083.01,68001.2
Fiscal,2013,36292,61601.45,24121.36,4991.42,90714.23,17046.85,12843.45,7130.55,37020.85,127735.08
Calendar,2015,19790,2982.88,0,1.47,2984.35,0,1454.5,231.59,1686.09,4670.44
Calendar,2015,12779,58734.35,1840.6,11332.69,71907.64,3693.41,0,6211.99,9905.4,81813.04
Calendar,2015,4808,16510.05,0,22294.21,38804.26,3293.01,1433.59,3657.56,8384.16,47188.42
Fiscal,2014,39606,13468.8,0,0,13468.8,2871.55,2205.27,1069.98,6146.8,19615.6
Fiscal,2016,39048,65795.81,284.96,1512.97,67593.74,12526.2,13068.8,5343.04,30938.04,98531.78
Calendar,2013,26179,53971.34,0,1862.45,55833.79,11041.62,0,4438.78,15480.4,71314.19
Fiscal,2014,50679,144649.22,0,0,144649.22,30116.01,12512.53,17391.2,60019.74,204668.96
Fiscal,2015,34208,83940.91,1944.6,0,85885.51,18827.99,12506.54,6760.58,38095.11,123980.62
Calendar,2015,25842,63630.89,0,0,63630.89,12507.38,8123.71,14946.98,35578.07,99208.96
Calendar,2015,12627,57524.01,913.42,604.88,59042.31,11981,12424.5,4890.51,29296.01,88338.32
Calendar,2015,35412,107562.01,0,5068.5,112630.51,21660.43,12424.5,31834.2,65919.13,178549.64
Fiscal,2016,29673,9861.6,378.51,0,10240.11,0,3045.85,794.8,3840.65,14080.76
Calendar,2013,46396,135491.11,81131.17,23125.45,239747.73,30005.11,15741.12,583.3,46329.53,286077.26
Fiscal,2013,3107,184992.03,0,0,184992.03,32762.21,12801.8,17740.29,63304.3,248296.33
Calendar,2015,7494,44973.2,0,0,44973.2,0,3934.93,3489.99,7424.92,52398.12
Calendar,2013,8363,87774.91,0,0,87774.91,17280.45,12918.24,6738.65,36937.34,124712.25
Fiscal,2014,40529,4805.15,0,0,4805.15,0,1689.91,372,2061.91,6867.06
Calendar,2015,2255,119465.59,78235.57,14323.43,212024.59,23627.24,12424.5,3527.51,39579.25,251603.84
Calendar,2014,15143,16749.41,0,228.07,16977.48,3570.98,2309.72,1458.56,7339.26,24316.74
Fiscal,2014,23880,47442.7,57.04,1436.44,48936.18,10291.33,11080.31,3610.3,24981.94,73918.12
Calendar,2014,13580,105120.41,0,1312.5,106432.91,23014.81,13054.94,8576.83,44646.58,151079.49
Calendar,2015,35983,3007.37,0,33.81,3041.18,0,994.54,235.9,1230.44,4271.62
Fiscal,2015,17353,179464.18,55178.76,25062.95,259705.89,43981,15230.57,4336.4,63547.97,323253.86
Fiscal,2015,30584,4719.65,0,249.36,4969.01,1672.44,0,2154.45,3826.89,8795.9
Fiscal,2016,26198,13014.3,0,0,13014.3,2421.97,1945.36,1067.03,5434.36,18448.66
Fiscal,2016,53510,34539.29,8883.77,3190.83,46613.89,8066.58,10561.35,4055.66,22683.59,69297.48
Fiscal,2015,36556,126069.54,0,0,126069.54,27659.66,12500.56,10165.6,50325.82,176395.36
Fiscal,2014,27814,700,0,0,700,0,41.95,54.2,96.15,796.15
Calendar,2013,10863,73211.03,0,4960.83,78171.86,15768.21,8845.41,6073.81,30687.43,108859.29
Fiscal,2015,28731,25063.83,0,0,25063.83,5621.81,3544.23,2010.11,11176.15,36239.98
Fiscal,2013,29106,109356.26,6187.19,5873.25,121416.7,19558.82,12801.81,9837.29,42197.92,163614.62
Fiscal,2016,13177,114900.88,23056.13,18028.95,155985.96,22582.79,16011.78,2664.37,41258.94,197244.9
Fiscal,2014,46985,76906.81,0,0,76906.81,16396.52,12512.55,6347.31,35256.38,112163.19
Fiscal,2013,28705,46745.1,0,2647.05,49392.15,9839.75,12851.02,4114.96,26805.73,76197.88
Calendar,2014,3671,127619.01,271.13,0,127890.14,27269.7,13054.94,9678.63,50003.27,177893.41
Fiscal,2016,26011,1200,0,0,1200,0,74.82,95.04,169.86,1369.86
Fiscal,2016,32410,7592.28,0,0,7592.28,0,1798.83,589.39,2388.22,9980.5
Fiscal,2016,7661,116512.11,0,1500,118012.11,21395.6,13068.8,9577.31,44041.71,162053.82
Fiscal,2015,33491,61074.71,0,4214.95,65289.66,14478.78,12404.77,5177.49,32061.04,97350.7
Fiscal,2016,14684,40080,0,0,40080,8708.04,10624.65,3123.43,22456.12,62536.12
Fiscal,2014,12353,86031.5,13802.46,18330.94,118164.9,18361.53,10307.27,6986.99,35655.79,153820.69
Fiscal,2013,11841,63936.46,6706.62,1470.04,72113.12,16738.87,13330.3,5413.53,35482.7,107595.82
Fiscal,2016,28297,89698.72,0,1440,91138.72,16960.84,13068.8,7399.21,37428.85,128567.57
Fiscal,2015,52394,9396,0,0,9396,2424.16,1915.79,720.1,5060.05,14456.05
Calendar,2014,23053,63660.21,0,840.92,64501.13,14104.05,13054.94,5225.67,32384.66,96885.79
Fiscal,2014,27213,32411.11,1067.5,1176.53,34655.14,6942.83,5944.66,1915.01,14802.5,49457.64
Calendar,2014,21400,90126.39,0,1125,91251.39,19383.53,10642.78,6975.61,37001.92,128253.31
Calendar,2013,40153,11369,0,147.33,11516.33,2024.61,956.91,191.67,3173.19,14689.52
Fiscal,2013,25988,3319,0,0,3319,587.79,246.19,294.73,1128.71,4447.71
Fiscal,2015,34265,83108.51,2666.18,1496,87270.69,18976.8,12117.34,7200.99,38295.13,125565.82
Calendar,2013,53409,95229.01,0,0,95229.01,18712.41,12918.24,6978.83,38609.48,133838.49
Fiscal,2015,21703,39357.3,4.84,0,39362.14,8634.98,6082.64,3028.26,17745.88,57108.02
Fiscal,2013,50640,94276.03,0,0,94276.03,17167.6,12801.82,7734.6,37704.02,131980.05
Fiscal,2016,18594,100294.89,8234.06,23284.84,131813.79,30359.85,13018.93,2209.83,45588.61,177402.4
Calendar,2014,49624,151730.04,0,0,151730.04,32408.24,13054.89,10236.36,55699.49,207429.53
Fiscal,2014,27,115463.01,7775.21,8909.21,132147.43,23626.99,12344.75,2136.96,38108.7,170256.13
Fiscal,2014,14024,79735.82,1270.65,2867.85,83874.32,17074.37,12512.55,6457.16,36044.08,119918.4
Fiscal,2015,10951,38256.9,1770.13,639.48,40666.51,9965.74,10345.27,3280.46,23591.47,64257.98
Fiscal,2016,4376,67267.8,0,430.73,67698.53,12567.43,13123.37,5387.39,31078.19,98776.72
Fiscal,2015,12707,189886.01,0,0,189886.01,42928.23,12500.56,6921.2,62349.99,252236
Fiscal,2015,20175,146802.11,0,15601.13,162403.24,36837.82,12500.56,4806.79,54145.17,216548.41
Calendar,2013,45040,110862.02,0,0,110862.02,21229.84,12918.24,8450.42,42598.5,153460.52
Fiscal,2014,6858,36739.23,22.07,0,36761.3,7832.81,7478.76,2769.92,18081.49,54842.79
Calendar,2015,38659,11460.81,0,0,11460.81,2047.06,4969.8,917.18,7934.04,19394.85
Fiscal,2014,29836,11374.92,0,0,11374.92,0,3942.89,880.66,4823.55,16198.47
Fiscal,2015,15224,41576.7,0,0,41576.7,10726.8,9770.55,3371.54,23868.89,65445.59
Calendar,2015,44179,79749.98,0,250,79999.98,16043.93,7282.67,5806.61,29133.21,109133.19
Fiscal,2016,38419,2817,0,0,2817,510.72,448.92,218.64,1178.28,3995.28
Calendar,2013,24070,70767.05,0,24,70791.05,13910.69,12918.25,5568.06,32397,103188.05
Fiscal,2013,9248,101088,8435.26,1166.4,110689.66,17902.56,12801.79,9206.43,39910.78,150600.44
Fiscal,2015,49672,79734.12,0,0,79734.12,17884.36,12500.55,6479.86,36864.77,116598.89
Calendar,2014,44203,145026.07,0,0,145026.07,30976.35,13054.94,18890.16,62921.45,207947.52
Fiscal,2015,13881,75052.4,17130.08,32047.72,124230.2,18371.7,8812.65,7301.05,34485.4,158715.6
Calendar,2013,25166,115893.48,20515.78,17488.89,153898.15,23571.16,15645.43,2422,41638.59,195536.74
Calendar,2014,10482,15854.05,0,1049.65,16903.7,0,3812.92,1308.68,5121.6,22025.3
Fiscal,2015,30625,95756.47,7637.42,2014.93,105408.82,21930.08,12500.56,8669.2,43099.84,148508.66
Calendar,2015,46920,94388.01,5396.55,0,99784.56,19453.78,12424.51,8005.45,39883.74,139668.3
Fiscal,2013,10844,110177.4,2562.62,3366.58,116106.6,19625.71,12800.56,9254.6,41680.87,157787.47
Calendar,2015,3943,86663.01,1856.13,1434.95,89954.09,18062.03,12424.51,7271.2,37757.74,127711.83
Fiscal,2014,5720,104740.46,18163.57,9884.98,132789.01,22897.37,12512.55,9186.02,44595.94,177384.95
Calendar,2015,24836,1800.98,837.26,1743.67,4381.91,458.89,352.43,342.43,1153.75,5535.66
Fiscal,2013,10441,12817.22,96.47,0,12913.69,0,3260.45,999.77,4260.22,17173.91
Fiscal,2016,41175,41392.39,372.57,0,41764.96,7504.46,4140.12,3356.63,15001.21,56766.17
Fiscal,2014,32415,111591.87,722.1,20622.14,132936.11,29436.74,11029.97,6516.68,46983.39,179919.5
Fiscal,2014,52691,4307.5,32.31,12,4351.81,0,1198.52,336.92,1535.44,5887.25
Calendar,2013,23089,84432.74,0,6721.29,91154.03,18737.1,8391.6,6808.96,33937.66,125091.69
Fiscal,2014,16740,79812.8,0,3232.59,83045.39,17705.28,11889.32,6695.93,36290.53,119335.92
Fiscal,2015,5200,105484.33,0,0,105484.33,23660.12,12500.56,8557.64,44718.32,150202.65
Fiscal,2015,6489,69012.8,0,0,69012.8,15479.49,12500.56,2858.46,30838.51,99851.31
Calendar,2013,41103,78244.34,0,636.89,78881.23,15444.68,12696.55,6557.09,34698.32,113579.55
Calendar,2015,33300,4375.61,0,19.42,4395.03,0,1458.98,340.95,1799.93,6194.96
Calendar,2015,36039,92349.92,61792.36,7992.98,162135.26,19783.93,12472.29,10462.94,42719.16,204854.42
Fiscal,2014,20586,59286.52,5437.57,2368.75,67092.84,12639.87,12399.04,5895.12,30934.03,98026.87
Calendar,2014,34777,63819.02,0,780,64599.02,14222.53,10042.26,5048.86,29313.65,93912.67
Fiscal,2014,5130,456,306.38,0,762.38,0,143.83,59.02,202.85,965.23
Fiscal,2016,25059,957.9,0,0,957.9,178.27,149.64,74.76,402.67,1360.57
Fiscal,2015,52046,66887.41,201.18,7762.83,74851.42,16161.46,12440.7,5927.3,34529.46,109380.88
Fiscal,2014,722,39075.98,5247.13,847.05,45170.16,10866.01,10137.2,3462.31,24465.52,69635.68
Calendar,2015,49962,67911.02,25.15,6975.87,74912.04,14819.75,12424.5,6134.56,33378.81,108290.85
Calendar,2014,20374,2776.29,0,0,2776.29,0,1622.46,214.94,1837.4,4613.69
Calendar,2013,53193,50913.3,0,0,50913.3,10345.12,7128.96,4213.36,21687.44,72600.74
Calendar,2013,20103,54756.01,0,888,55644.01,10930.54,12918.24,4585.95,28434.73,84078.74
Fiscal,2015,49119,16528.14,0,1079.51,17607.65,1748.84,7264.57,1392.3,10405.71,28013.36
Calendar,2014,14877,60666.43,0,1395.59,62062.02,13441.89,13032.41,5164.79,31639.09,93701.11
Fiscal,2016,44723,750.74,0,0,750.74,0,339.81,58.4,398.21,1148.95
Fiscal,2015,25170,105741.78,40118.19,18118.49,163978.46,26736.16,15086.88,2703.4,44526.44,208504.9
Fiscal,2016,31122,31544.6,0,2681.32,34225.92,0,4289.76,2656.63,6946.39,41172.31
Fiscal,2013,5646,44914.51,0,0,44914.51,8178.97,6647.08,3594.19,18420.24,63334.75
Fiscal,2014,32087,128871.05,0,0,128871.05,26831.02,12512.55,15263.38,54606.95,183478
Calendar,2015,20769,150219.93,26264.83,27743.93,204228.69,34964.88,15196.12,3648.21,53809.21,258037.9
Calendar,2013,31613,90676.54,0,12614.76,103291.3,17744.84,12269.1,7332.19,37346.13,140637.43
Calendar,2015,18192,63102.04,2243.2,644,65989.24,13137.96,12424.5,5405.62,30968.08,96957.32
Fiscal,2015,19802,2047.2,0,167.19,2214.39,0,574.74,171.43,746.17,2960.56
Fiscal,2015,35900,141531.94,0,0,141531.94,31052.15,12488.58,10088.92,53629.65,195161.59
Fiscal,2016,20393,69328.09,10121.23,5139.66,84588.98,17952.51,13916.16,6480.25,38348.92,122937.9
Fiscal,2013,46937,65858,16834.7,3168.1,85860.8,12106.38,12801.79,6775.67,31683.84,117544.64
Fiscal,2013,52906,101.18,0,1.35,102.53,0,36.93,7.94,44.87,147.4
Calendar,2014,12610,9463.59,0,157.44,9621.03,0,13054.94,139.5,13194.44,22815.47
Fiscal,2013,30313,18374.2,0,210,18584.2,3384.2,3643.58,1520.25,8548.03,27132.23
Fiscal,2013,3419,103953.42,0,817.48,104770.9,18554.95,11192.71,186.39,29934.05,134704.95
Calendar,2014,38434,65053.01,13128.14,5393.34,83574.49,20576.8,13786.07,6468.73,40831.6,124406.09
Fiscal,2014,18523,8553.23,0,118.37,8671.6,0,3847.24,671.36,4518.6,13190.2
Calendar,2015,33467,184289.01,0,1562.5,185851.51,37402.56,12424.5,10992.94,60820,246671.51
Calendar,2013,30018,95531.5,7256.1,14880.35,117667.95,21715.02,12918.24,9147.47,43780.73,161448.68
Fiscal,2015,6053,105703.65,0,32815.84,138519.49,23275.96,6274.23,6325.57,35875.76,174395.25
Calendar,2015,25066,31735.74,0,0,31735.74,7380.72,8834.54,2349,18564.26,50300
Fiscal,2014,7224,34118.8,441.31,53,34613.11,0,5177.61,2679.74,7857.35,42470.46
Calendar,2015,16261,77071.02,0,784,77855.02,16048.13,12424.5,6454.92,34927.55,112782.57
Calendar,2014,39064,69764.11,0,0,69764.11,16476.83,12629.46,5603.3,34709.59,104473.7
Fiscal,2013,1671,91207.85,24934.07,16927.9,133069.82,21173.02,12801.79,2247.15,36221.96,169291.78
Fiscal,2015,15241,619.88,0,0,619.88,0,269.41,55.47,324.88,944.76
Calendar,2014,15645,11078.57,0,544.98,11623.55,0,4592.77,899.9,5492.67,17116.22
Fiscal,2015,47945,70865.94,0,626.4,71492.34,16035.67,12500.56,5726.57,34262.8,105755.14
Fiscal,2015,21094,55287.1,9737.76,2740.95,67765.81,17220.42,11051.08,5293.11,33564.61,101330.42
Calendar,2015,14503,152916.2,0,5815.85,158732.05,28948.36,8601.58,2674.15,40224.09,198956.14
Calendar,2013,22036,49101,0,2138.81,51239.81,8941.27,6219.91,3837.32,18998.5,70238.31
Fiscal,2014,44187,60273.6,0,10,60283.6,12852.4,12512.55,4885.92,30250.87,90534.47
Fiscal,2016,6813,75225.52,0,0,75225.52,13999.4,11472.62,6287.67,31759.69,106985.21
Calendar,2013,19780,39886.02,0,0,39886.02,7263.21,5263,3144.67,15670.88,55556.9
Calendar,2015,43281,70413,0,0,70413,14858.62,10035.18,5542.07,30435.87,100848.87
Fiscal,2015,43823,40512.22,0,0,40512.22,9115.4,10967.91,3135.14,23218.45,63730.67
Fiscal,2014,21285,35850.31,9826.99,512.64,46189.94,8985.76,12512.55,3704.32,25202.63,71392.57
Fiscal,2014,31890,113766.99,43888.41,24440.52,182095.92,26164.1,15388.99,2932.76,44485.85,226581.77
Calendar,2015,35803,139506.25,298.52,3673.29,143478.06,27571.98,12424.5,2444.72,42441.2,185919.26
Calendar,2015,4559,73245.22,0,0,73245.22,15071.14,12424.5,5721.28,33216.92,106462.14
Calendar,2015,20016,1045.9,0,0,1045.9,188.01,0,591.74,779.75,1825.65
Fiscal,2015,647,71947.3,0,626.4,72573.7,16278.21,12500.55,6009.24,34788,107361.7
Fiscal,2015,18502,13478.4,1825.2,300,15603.6,3090.49,2586.32,1272.25,6949.06,22552.66
Fiscal,2015,41961,41676.3,0,6946.06,48622.36,1287.88,0,8091.26,9379.14,58001.5
Fiscal,2013,50645,76804.05,443.1,1283.05,78530.2,14219.68,12801.77,7353.59,34375.04,112905.24
Fiscal,2013,46774,59299.48,1442.25,496.17,61237.9,15299.3,12363.5,4801.45,32464.25,93702.15
Fiscal,2013,47274,1555.47,96.93,261.55,1913.95,0,518.54,148.18,666.72,2580.67
Calendar,2014,44329,68408.61,542.87,940,69891.48,12842.47,10395.99,1418.17,24656.63,94548.11
Calendar,2014,24828,101669.04,0,0,101669.04,22219.09,13054.94,8210.53,43484.56,145153.6
Calendar,2014,22624,87048.18,266.97,7124.23,94439.38,19147.1,12791.33,1541.12,33479.55,127918.93
Fiscal,2016,41178,20834.13,62.91,0,20897.04,0,3128.47,1622.14,4750.61,25647.65
Calendar,2014,22955,88045.05,0,1961.25,90006.3,19670.47,13054.94,7425.12,40150.53,130156.83
Fiscal,2013,11773,52717.02,0,0,52717.02,9599.78,7139.46,4651.72,21390.96,74107.98
Fiscal,2014,28857,959.85,0,32,991.85,0,0,0,0,991.85
Fiscal,2016,1588,86677.53,0,0,86677.53,16130.77,13068.8,7022.84,36222.41,122899.94
Fiscal,2015,39645,111640.49,1201.45,20437.23,133279.17,27369.52,15086.88,2187.14,44643.54,177922.71
Fiscal,2016,17382,100682.81,17699.37,14301.98,132684.16,28953.27,13068.8,2264.84,44286.91,176971.07
Fiscal,2014,36448,47520.11,14026.07,3500.72,65046.9,14644.33,9646.65,4962.57,29253.55,94300.45
Calendar,2013,43941,46184.78,7860.17,6142.26,60187.21,7289.34,10442.85,4617,22349.19,82536.4
Fiscal,2014,28937,63414.81,0,531.77,63946.58,13633.45,10622.48,5360.01,29615.94,93562.52
Calendar,2013,31236,22081.44,387.93,267.67,22737.04,0,6296.15,1788.19,8084.34,30821.38
Fiscal,2016,33528,195761.23,0,0,195761.23,35617.7,13068.81,11212,59898.51,255659.74
Fiscal,2015,4575,7508.07,0,0,7508.07,1937.08,2564.89,593.21,5095.18,12603.25
Calendar,2013,4294,62917.13,5926.3,2353.17,71196.6,15274.59,13607.76,5482.69,34365.04,105561.64
Calendar,2015,13569,47921.88,12756.01,7690.59,68368.48,13852.49,9530.13,5308.31,28690.93,97059.41
Fiscal,2016,10371,113107.53,4795.72,9492.99,127396.24,21677.61,10277.66,10135.36,42090.63,169486.87
Calendar,2013,19404,67471.03,0,106,67577.03,13283.97,12918.24,5588.43,31790.64,99367.67
Calendar,2013,39118,54127.63,0,1500,55627.63,11639.26,12918.24,4447.82,29005.32,84632.95
Fiscal,2016,38833,52680,0,3250.73,55930.73,11824.6,13068.8,4625.66,29519.06,85449.79
Fiscal,2015,47066,57429.79,0,0,57429.79,5291.72,11195.42,4426.19,20913.33,78343.12
Calendar,2015,34647,113233.59,14850.43,12541.06,140625.08,24968.39,15196.11,2300.93,42465.43,183090.51
Fiscal,2013,47760,111957.89,10592.76,14469.55,137020.2,19973.55,12863.33,2328.31,35165.19,172185.39
Fiscal,2013,36425,5406.3,13382.87,10920.28,29709.45,0,439.82,2300.11,2739.93,32449.38
Calendar,2014,53355,52579.15,0,0,52579.15,11525.27,11548.59,4118.87,27192.73,79771.88
Fiscal,2016,11259,125519.88,5060.87,16188.86,146769.61,24025.36,11403.4,8796.54,44225.3,190994.91
Fiscal,2013,39232,15376.5,200.22,0,15576.72,2723.18,2215.69,1049.71,5988.58,21565.3
Calendar,2015,52225,125534.12,0,250,125784.12,25235.4,12420.02,9830.88,47486.3,173270.42
Calendar,2013,8710,55013.27,1380.83,2188.35,58582.45,10924.28,12915.26,4827.87,28667.41,87249.86
Fiscal,2013,35949,23200.8,1052.87,247.68,24501.35,4856.18,8924.62,2054.15,15834.95,40336.3
Calendar,2015,49641,119461.64,18020.35,6977.42,144459.41,24111.54,12424.5,2461.39,38997.43,183456.84
Calendar,2014,42334,46255.13,0,416.37,46671.5,10209.73,8711.04,3653.36,22574.13,69245.63
Calendar,2013,15543,162.34,0,2.44,164.78,0,74.75,12.75,87.5,252.28
Calendar,2015,25859,702.4,0,0,702.4,0,191.14,54.38,245.52,947.92
Fiscal,2013,10349,6860.65,0,0,6860.65,0,3251.22,531.15,3782.37,10643.02
Fiscal,2016,32064,57922.32,0,7823.54,65745.86,11898.93,13068.8,5381.4,30349.13,96094.99
Calendar,2015,883,34263,318.18,839.82,35421,7189.75,7435.05,2935.96,17560.76,52981.76
Fiscal,2013,49129,3838.45,0,320,4158.45,0,947.82,321.94,1269.76,5428.21
Fiscal,2014,16680,90658.86,20550.06,13428.37,124637.29,19504.87,12584.46,2031.27,34120.6,158757.89
Fiscal,2016,18242,54814.2,4724.7,2538.9,62077.8,12053.66,13018.93,4981.77,30054.36,92132.16
Fiscal,2016,29256,21395.44,0,500,21895.44,4817.07,5137.74,1786.16,11740.97,33636.41
Fiscal,2013,7701,89008.61,0,1812.61,90821.22,16335.93,12063.21,7520.06,35919.2,126740.42
Fiscal,2015,40850,55064.71,13378.12,1919.88,70362.71,14206.68,12452.66,5638.69,32298.03,102660.74
Fiscal,2013,12499,18807.94,34.2,1721.68,20563.82,0,5585.39,1592.04,7177.43,27741.25
Calendar,2013,42972,114406.93,198.65,1174.9,115780.48,21966.43,12916.09,9273.45,44155.97,159936.45
Fiscal,2013,223,8458.8,259.35,0,8718.15,0,1957.21,674.96,2632.17,11350.32
Fiscal,2014,17456,81218.01,5741.56,1624.08,88583.65,17661.91,11266.09,6885.93,35813.93,124397.58
Fiscal,2015,9167,6534.3,0,848.1,7382.4,0,1101.58,595.62,1697.2,9079.6
Fiscal,2016,31009,87406.91,0,0,87406.91,16266.36,13118.69,7119.01,36504.06,123910.97
Fiscal,2014,51227,10840.78,0,0,10840.78,0,4913.94,839.29,5753.23,16594.01
Calendar,2015,43070,123252.04,1743.51,36042.26,161037.81,28974.16,10913.25,7184.2,47071.61,208109.42
Fiscal,2014,47243,47723.65,2198.55,0,49922.2,5666.73,11014.4,3955.61,20636.74,70558.94
Fiscal,2013,15642,35878.5,0,0,35878.5,6354.08,5169.96,3007.77,14531.81,50410.31
Fiscal,2013,14279,174410.02,0,0,174410.02,30888.13,12801.79,10407.37,54097.29,228507.31
Fiscal,2015,51299,90982.2,0,358.84,91341.04,20487.75,12500.56,7260.56,40248.87,131589.91
Calendar,2014,33561,70348.05,0,624,70972.05,15510.56,13054.94,5766.93,34332.43,105304.48
Fiscal,2013,14132,13664.57,270.81,175.8,14111.18,3212.4,4304.23,964.29,8480.92,22592.1
Calendar,2013,41495,54720.25,0,4110.13,58830.38,11045.16,8612.17,4785.04,24442.37,83272.75
Calendar,2015,4123,91227.97,0,2905.19,94133.16,19367.78,12149.37,7756.25,39273.4,133406.56
Calendar,2014,53665,641.4,0,0,641.4,133.54,50.21,49.65,233.4,874.8
Fiscal,2013,7825,15057,0,0,15057,2741.89,2215.69,1220.18,6177.76,21234.76
Fiscal,2016,18702,108876.66,0,0,108876.66,20261.98,13081.28,8946.7,42289.96,151166.62
Fiscal,2014,31486,18052.66,0,562.62,18615.28,1998.37,8209.87,1441.2,11649.44,30264.72
Calendar,2014,26509,94191,8033.77,9066.71,111291.48,21683.63,13054.94,1370.73,36109.3,147400.78
Calendar,2015,31258,14550.75,0,0,14550.75,0,3464.49,1129.17,4593.66,19144.41
Fiscal,2015,91,9712.1,0,843.39,10555.49,-413.68,0,1500.96,1087.28,11642.77
Fiscal,2015,2634,5503.4,0,1096.26,6599.66,1234.41,670.53,496.38,2401.32,9000.98
Calendar,2013,20144,67156.19,27057.04,1860.62,96073.85,18650.08,13605.66,7303.03,39558.77,135632.62
Calendar,2014,23937,59541.05,12712.83,4014.5,76268.38,13322.68,13051.82,6149.07,32523.57,108791.95
Fiscal,2014,35874,128571.86,1196.51,27143.2,156911.57,18722.32,12321.57,10240.09,41283.98,198195.55
Fiscal,2013,2347,2616,0,0,2616,216.71,738.57,211.94,1167.22,3783.22
Fiscal,2014,15343,96530.74,0,0,96530.74,20580.37,12512.55,7672.78,40765.7,137296.44
Fiscal,2014,45821,119412.48,350.13,13399.63,133162.24,24431.93,12518.55,2198.78,39149.26,172311.5
Fiscal,2016,3756,8274.32,0,181.39,8455.71,0,639.1,541.05,1180.15,9635.86
Calendar,2013,25334,82678.2,26610.1,5930.5,115218.8,16391.83,12918.25,9316.74,38626.82,153845.62
Fiscal,2016,3254,75445.92,0,0,75445.92,14040.53,13068.8,5953.12,33062.45,108508.37
Fiscal,2014,31377,138661.54,21899.86,19054.46,179615.86,28342.46,12464.6,2892.58,43699.64,223315.5
Fiscal,2015,41602,68127.53,24252.99,7745.63,100126.15,22544.21,13644.46,7490.59,43679.26,143805.41
Calendar,2014,1017,63429.05,0,0,63429.05,13883.96,6527.46,9017.79,29429.21,92858.26
Fiscal,2014,43137,97677.7,0,0,97677.7,20824.88,12512.55,7863.43,41200.86,138878.56
Fiscal,2016,46766,121248.92,10755.43,5952.17,137956.52,22132.43,13093.75,2268.09,37494.27,175450.79
Fiscal,2014,32844,66563.12,0,0,66563.12,14191.21,12512.55,5394.84,32098.6,98661.72
Fiscal,2016,33164,15613.35,5286.33,5797.5,26697.18,3966.28,3191.2,2043.41,9200.89,35898.07
Calendar,2013,33146,60289.6,614.4,2245.11,63149.11,9400.44,10717.34,5130.31,25248.09,88397.2
Calendar,2013,6328,190188,0,250,190438,41175.31,12918.24,10673.1,64766.65,255204.65
Calendar,2015,45832,35327.22,7148.2,2167.28,44642.7,11021.31,7025.46,3450.62,21497.39,66140.09
Calendar,2014,38294,42369.53,0,22092.2,64461.73,9124.14,6527.46,5202.95,20854.55,85316.28
Fiscal,2016,18330,118886.41,37005.17,20539.57,176431.15,21129.67,13093.75,2945.19,37168.61,213599.76
Calendar,2014,24994,3884.1,0,388.41,4272.51,435.66,1104.65,330.78,1871.09,6143.6
Calendar,2014,11585,34203,1283.82,639.65,36126.47,7451.83,7776.98,2885.12,18113.93,54240.4
Calendar,2014,8949,118898.11,6128.9,3331.39,128358.4,24982.83,13054.94,2133.31,40171.08,168529.48
Fiscal,2015,36326,76125.91,5919.61,625.2,82670.72,17215.25,12476.61,6796.27,36488.13,119158.85
Fiscal,2014,35664,3938.94,0,0,3938.94,0,1764.82,304.95,2069.77,6008.71
Calendar,2014,17784,108223.6,11067.11,11403,130693.71,23571.84,13054.94,2085.54,38712.32,169406.03
Calendar,2013,29541,121122.6,23709.19,12774.21,157606,23067.45,12918.24,2678.28,38663.97,196269.97
Fiscal,2015,51360,67007.57,0,1463.21,68470.78,15357.98,12129.36,5362.16,32849.5,101320.28
