Year_Type,Year,Employee_Identifier,Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
Calendar,2014,46154,121509.01,0,3568.96,125077.97,29155.76,13054.94,9685.6,51896.3,176974.27
Fiscal,2013,49200,62781.67,0,1240,64021.67,11658.36,12752.55,5350.11,29761.02,93782.69
Calendar,2014,17798,13671.02,0,0,13671.02,3393.17,4519.02,1100.08,9012.27,22683.29
Fiscal,2015,51706,110770.75,0,0,110770.75,24303.15,10393.18,20559.69,55256.02,166026.77
Calendar,2014,14463,68087.84,0,0,68087.84,14887.3,12392.78,5395.74,32675.82,100763.66
Fiscal,2014,7355,129588.99,0,2426.19,132015.18,27485.55,12512.55,9418.28,49416.38,181431.56
Fiscal,2013,6683,4095.94,1373.34,34613.2,40082.48,1382.21,0,476.48,1858.69,41941.17
Fiscal,2013,51239,24067.75,0,3822.66,27890.41,0,2092.6,2025.6,4118.2,32008.61
Fiscal,2016,6217,36901.17,0,2408.33,39309.5,0,2674.87,2253.9,4928.77,44238.27
Calendar,2014,21008,30204.37,0,0,30204.37,6598.27,6602.78,2498.2,15699.25,45903.62
Calendar,2014,35810,33191.4,571.14,1210.27,34972.81,2739.17,9590.36,2736.44,15065.97,50038.78
Fiscal,2015,18375,3260.83,0,50.55,3311.38,4974.31,0,1793.64,6767.95,10079.33
Fiscal,2013,5657,79450.29,0,0,79450.29,14070.68,9650.58,5406.33,29127.59,108577.88
Calendar,2013,35370,19797.5,250.43,164.65,20212.58,4255.92,4255.25,1621.44,10132.61,30345.19
Fiscal,2016,11289,109240.95,0,0,109240.95,20329.81,13068.81,8993.84,42392.46,151633.41
Fiscal,2014,43839,0,0,0,0,-2.73,0,0,-2.73,-2.73
Calendar,2014,17588,60920.01,0,4673.81,65593.82,13204.45,9791.2,4880.37,27876.02,93469.84
Calendar,2015,39721,68533.53,327.77,12725.39,81586.69,15081.7,7248.03,6557.02,28886.75,110473.44
Calendar,2013,11928,22229.1,3291.38,267.12,25787.6,747.55,5412.49,1996.11,8156.15,33943.75
Calendar,2013,15060,8165.57,941.6,0,9107.17,0,2431.15,705.07,3136.22,12243.39
Fiscal,2013,15470,62402.85,0,0,62402.85,11363.56,12675.62,5157.04,29196.22,91599.07
Calendar,2014,7802,8089.06,0,0,8089.06,0,3184.78,626.25,3811.03,11900.09
Calendar,2013,8616,78354.13,0,0,78354.13,15400.97,12918.24,6349.53,34668.74,113022.87
Fiscal,2015,2860,60661.02,10246.74,7670.5,78578.26,14905.97,12351.9,6059.23,33317.1,111895.36
Fiscal,2015,46975,26731.45,392.21,906.05,28029.71,7065.98,5386.5,2272.79,14725.27,42754.98
Calendar,2013,13824,92927.03,8236.17,772.8,101936,18427.47,12918.25,8397.89,39743.61,141679.61
Fiscal,2015,27374,55822.74,0,1771.32,57594.06,12682.26,8470.74,834.38,21987.38,79581.44
Fiscal,2016,11359,32525.5,1061.59,1836.8,35423.89,7556.27,8030.83,2866.78,18453.88,53877.77
Fiscal,2014,19678,85255.95,706.45,7241.04,93203.44,19579.06,12428.65,7213.55,39221.26,132424.7
Calendar,2015,37147,74165.06,0,624,74789.06,15414.45,12424.5,6201.07,34040.02,108829.08
Calendar,2013,9597,25934.39,0,200,26134.39,0,6297.16,2107.72,8404.88,34539.27
Calendar,2013,22438,61128,16391.36,12984.71,90504.07,13708.34,12918.25,7368.37,33994.96,124499.03
Fiscal,2013,43374,69352.8,2127.85,3200,74680.65,12818.49,10488.91,804.68,24112.08,98792.73
Fiscal,2014,26411,119469.8,32391.53,11491.55,163352.88,24443.6,12524.53,2723.75,39691.88,203044.76
Fiscal,2015,36018,140454,0,8910.57,149364.57,32215.4,12452.66,10734.09,55402.15,204766.72
Calendar,2014,41768,56562.79,12372.65,1630.01,70565.45,12566.85,12982.76,5533.73,31083.34,101648.79
Fiscal,2016,9463,63257.3,2752.78,894.02,66904.1,11938.55,12969.04,5542.58,30450.17,97354.27
Fiscal,2014,33224,23948.06,25.09,302.77,24275.92,6625.32,6139.73,1871.65,14636.7,38912.62
Fiscal,2013,34300,48121.08,0,324.15,48445.23,8821.91,6717.81,4016.43,19556.15,68001.38
Calendar,2015,6464,65547.63,0,0,65547.63,13502.19,11230.18,4915.48,29647.85,95195.48
Fiscal,2014,7081,31737.6,0,0,31737.6,6766.44,3643.5,2548.01,12957.95,44695.55
Fiscal,2016,38037,5490,0,134.12,5624.12,1236.75,997.62,456.58,2690.95,8315.07
Fiscal,2014,38659,481.5,0,0,481.5,0,215.73,37.28,253.01,734.51
Fiscal,2013,41910,21228.01,1861.6,19814.9,42904.51,3783.2,1969.5,681.82,6434.52,49339.03
Fiscal,2015,26608,84615.53,0,0,84615.53,18632.37,12500.56,1413.76,32546.69,117162.22
Fiscal,2016,1091,0,0,438.46,438.46,0,0,33.54,33.54,472
Calendar,2013,10235,58184.45,0,0,58184.45,11441.49,9066.69,4709.46,25217.64,83402.09
Fiscal,2015,36523,82953.75,973.52,5819.42,89746.69,506.28,7124.42,6049.39,13680.09,103426.78
Calendar,2014,28783,15454.15,0,0,15454.15,227.45,7192.77,1196.45,8616.67,24070.82
Fiscal,2016,28808,63980.01,0,0,63980.01,11634.77,13068.8,5081.74,29785.31,93765.32
Fiscal,2014,46238,88738.52,0,626.4,89364.92,19052.66,12512.55,7376.42,38941.63,128306.55
Calendar,2013,6452,94542.86,312.52,1156.8,96012.18,18807.65,12855.44,7930.92,39594.01,135606.19
Fiscal,2015,694,8656.08,0,61.31,8717.39,0,0,688.68,688.68,9406.07
Calendar,2013,19072,67674.23,0,0,67674.23,13300.44,9221,5264.93,27786.37,95460.6
Calendar,2013,7567,35843.5,0,0,35843.5,7348.88,8133.71,2785.66,18268.25,54111.75
Fiscal,2013,18145,2838,0,0,2838,0,738.57,219.72,958.29,3796.29
Fiscal,2014,33624,1371.5,0,0,1371.5,0,779.04,106.18,885.22,2256.72
Fiscal,2013,1846,91248.53,0,0,91248.53,16616.34,12801.79,7587.5,37005.63,128254.16
Fiscal,2014,28112,24363.79,489.71,1020.4,25873.9,0,4021.01,2016.76,6037.77,31911.67
Calendar,2013,36095,24016.91,1033.06,249.24,25299.21,615.29,4162.55,1712.14,6489.98,31789.19
Fiscal,2016,36757,32790.8,3262.35,501.9,36555.05,6102.36,4888.33,2935.61,13926.3,50481.35
Calendar,2014,41717,42966.87,0,716.99,43683.86,9536.59,6860.12,3602.8,19999.51,63683.37
Calendar,2015,3974,110858,0,624,111482,22436.26,12424.5,9165.61,44026.37,155508.37
Calendar,2014,38,50728.5,0,2917.65,53646.15,12835.77,13054.94,4095.89,29986.6,83632.75
Fiscal,2015,16400,60575,0,0,60575,13586.97,9100.02,4886.15,27573.14,88148.14
Fiscal,2016,25863,6483.23,0,0,6483.23,0,1982.77,523.35,2506.12,8989.35
Calendar,2015,47116,40234.39,236.03,1278.5,41748.92,5117.63,6271.98,3361.87,14751.48,56500.4
Fiscal,2014,39028,0,0,28.85,28.85,0,0,2.21,2.21,31.06
Calendar,2013,48214,97794.91,2275.89,2948,103018.8,19797.37,12822.55,7950.11,40570.03,143588.83
Fiscal,2013,27091,16896.94,0,0,16896.94,0,6123.93,1308.14,7432.07,24329.01
Fiscal,2014,4700,76833.51,2305.72,981.02,80120.25,16516.64,12512.55,6259.12,35288.31,115408.56
Calendar,2015,5220,67781.29,4314.21,3126.9,75222.4,14439.94,12400.61,5918.24,32758.79,107981.19
Fiscal,2014,49427,43093.1,586.09,2.6,43681.79,8905.89,12512.55,3539.75,24958.19,68639.98
Fiscal,2016,19756,86847.6,30038.57,10686.62,127572.79,17647.78,13068.8,10185.28,40901.86,168474.65
Fiscal,2013,28481,52601.25,0,622.5,53223.75,9692.06,12771.02,4456.47,26919.55,80143.3
Fiscal,2014,3104,21561.33,966.02,715.02,23242.37,0,4811.1,1799.42,6610.52,29852.89
Fiscal,2015,25468,119469.73,13086.66,1749.09,134305.48,25814.99,12512.53,2277.57,40605.09,174910.57
Fiscal,2013,10689,139532.8,0,54.9,139587.7,6900.48,12407.89,5522.18,24830.55,164418.25
Calendar,2014,35680,30241,0,0,30241,6447.39,4519.02,2462.88,13429.29,43670.29
Calendar,2015,51655,1104,0,0,1104,0,0,87.33,87.33,1191.33
Fiscal,2015,49444,26263.54,3812.5,868.39,30944.43,7565.12,8309.21,2306.62,18180.95,49125.38
Fiscal,2013,10831,82917.27,0,14076.81,96994.08,19087.7,9550.56,7937.45,36575.71,133569.79
Fiscal,2015,16377,16559.05,2448.49,279.74,19287.28,4742.54,5238.92,1486.84,11468.3,30755.58
Fiscal,2014,38768,40339.1,0,4033.91,44373.01,7117.3,0,11772.34,18889.64,63262.65
Fiscal,2014,41487,101174.7,0,0,101174.7,21064.57,11199.46,7896.17,40160.2,141334.9
Calendar,2015,53705,29505.01,0,560,30065.01,6813.02,7167.98,2430.01,16411.01,46476.02
Fiscal,2015,3483,67379.53,15549.77,1665.92,84595.22,20504.13,13490.96,6592.64,40587.73,125182.95
Calendar,2014,33015,83054.03,46349.99,10599.11,140003.13,19425.07,12153.71,9894.23,41473.01,181476.14
Fiscal,2016,26132,68928.98,99.53,125,69153.51,12827.66,13068.8,5299.6,31196.06,100349.57
Fiscal,2014,49195,71466.68,0,0,71466.68,15236.75,12512.55,6219.8,33969.1,105435.78
Calendar,2013,33664,75020.11,46.7,12368.04,87434.85,16650.01,10143.22,1470.92,28264.15,115699
Calendar,2015,4972,66813.1,12255.93,6858.82,85927.85,20200.45,13165.5,6475.84,39841.79,125769.64
Calendar,2015,52462,36718.29,370.82,991.1,38080.21,7963.83,7598.05,3165.37,18727.25,56807.46
Fiscal,2016,36601,5538.47,0,0,5538.47,1004.12,448.92,756.52,2209.56,7748.03
Calendar,2013,23016,62776,4280.83,9886.58,76943.41,11195.8,6698.35,1307.49,19201.64,96145.05
Calendar,2015,40558,106605,0,2643.66,109248.66,21971.81,12424.5,8920.06,43316.37,152565.03
Calendar,2013,2096,123471.23,10183.87,10134.67,143789.77,23519.67,12918.24,2390.97,38828.88,182618.65
Calendar,2014,38157,53242.38,0,10114,63356.38,13522.87,11422.7,5220.59,30166.16,93522.54
Fiscal,2013,10911,123165,3636.95,1090.38,127892.33,21956.81,12740.24,353.08,35050.13,162942.46
Calendar,2013,1735,122956.65,34236.24,10229.34,167422.23,23384.37,12864.42,2718.2,38966.99,206389.22
Fiscal,2013,27190,54219.7,212.25,1993.5,56425.45,10136.94,11791.75,4493.22,26421.91,82847.36
Fiscal,2014,14829,40983.01,433.1,2891.22,44307.33,8388.59,4554.38,752.87,13695.84,58003.17
Fiscal,2016,30096,136669.08,0,0,136669.08,24778.11,13068.82,10375.94,48222.87,184891.95
Fiscal,2014,1372,75621.36,0,2146.7,77768.06,16580.2,12518.54,5961.02,35059.76,112827.82
Fiscal,2015,31427,62935.21,0,0,62935.21,14116.4,12030.65,5163.53,31310.58,94245.79
Calendar,2015,7456,37219.37,210.28,958.44,38388.09,8646.31,7325.92,2938.34,18910.57,57298.66
Fiscal,2015,25151,38447.05,0,12990.39,51437.44,9283.19,5436.06,4184.86,18904.11,70341.55
Calendar,2015,24605,27211.05,2233.37,15835.39,45279.81,4830.59,2389.32,733.98,7953.89,53233.7
Fiscal,2014,6516,37952.89,0,280.8,38233.69,8151.47,7430.82,3136.11,18718.4,56952.09
Fiscal,2014,49755,91407.6,0,0,91407.6,19488.09,12512.55,7539.52,39540.16,130947.76
Calendar,2014,22028,77175,8395.1,565.05,86135.15,16889.98,13054.95,6629.95,36574.88,122710.03
Fiscal,2014,24109,127452.12,0,1250,128702.12,26795.72,12512.55,9677.66,48985.93,177688.05
Calendar,2013,44237,132401.53,0,0,132401.53,25364.45,12918.23,9695.34,47978.02,180379.55
Fiscal,2013,37558,121234.2,0,0,121234.2,21470.56,12732.68,9544.76,43748,164982.2
Fiscal,2016,22696,104816.08,0,0,104816.08,19506.23,13096.87,8460.98,41064.08,145880.16
Fiscal,2013,37815,99982.35,0,0,99982.35,17706.82,12801.79,7840.39,38349,138331.35
Calendar,2014,31717,129605.6,0,1312.5,130918.1,28067.86,12967.07,9431.43,50466.36,181384.46
Calendar,2015,24539,93738.06,1729.31,2928.3,98395.67,19485.88,12424.51,8057.77,39968.16,138363.83
Fiscal,2015,35813,3804.77,0,0,3804.77,981.63,670.53,294.56,1946.72,5751.49
Calendar,2014,15820,223381.19,8899.74,20532.92,252813.85,56920.89,11734.69,11821.36,80476.94,333290.79
Fiscal,2013,28553,59346,0,9891,69237,1799.21,0,7395.61,9194.82,78431.82
Calendar,2015,29266,22651.82,2994.29,378.27,26024.38,5794.31,6929.05,2040.77,14764.13,40788.51
Calendar,2013,24023,106723.31,33868.13,24092.69,164684.13,20340.52,12858.44,2798.61,35997.57,200681.7
Fiscal,2015,48645,61231.41,0,1180,62411.41,13998.88,12500.56,5028.93,31528.37,93939.78
Fiscal,2016,3640,60232.2,1115.36,628.8,61976.36,11326.17,13068.8,5138.69,29533.66,91510.02
Fiscal,2016,19226,103296.5,21383.48,3378.9,128058.88,19852.19,13068.81,9512.51,42433.51,170492.39
Calendar,2013,26252,82681.5,28112.15,14381.15,125174.8,17996.19,12918.25,9435.05,40349.49,165524.29
Fiscal,2016,26975,78980.7,0,0,78980.7,14698.31,13068.8,6265.54,34032.65,113013.35
Fiscal,2014,4851,7440.28,0,185.64,7625.92,0,2151.34,590.41,2741.75,10367.67
Fiscal,2016,52558,7954.22,0,12029.07,19983.29,1492.33,1346.78,1623.21,4462.32,24445.61
Fiscal,2013,19694,11880,0,0,11880,2163.33,2215.71,959.1,5338.14,17218.14
Calendar,2014,52227,78607,945.36,11902.55,91454.91,18927.54,13054.94,7053.3,39035.78,130490.69
Calendar,2015,5136,4958.4,0,0,4958.4,1087.87,764.58,361.94,2214.39,7172.79
Calendar,2015,42294,39128.05,10732.57,1076.67,50937.29,11682.68,7781.32,3814.3,23278.3,74215.59
Calendar,2014,25480,118898.15,4748.08,14195.23,137841.46,24976.28,13054.94,2195.63,40226.85,178068.31
Calendar,2014,16221,104603.34,0,1700,106303.34,22641.02,11332.18,8842.65,42815.85,149119.19
Calendar,2015,38952,29814.3,0,4956.33,34770.63,7717.38,7502.48,2856.04,18075.9,52846.53
Fiscal,2013,34932,46745.1,0,4442.06,51187.16,10360.48,12851.02,4265.55,27477.05,78664.21
Fiscal,2013,15696,45839.65,0,0,45839.65,8347.35,7777.52,3838.34,19963.21,65802.86
Fiscal,2016,863,53456.33,32217.13,3096.25,88769.71,10059.71,10441.08,7069,27569.79,116339.5
Fiscal,2014,16467,118212.15,54905.12,4273.51,177390.78,24666.78,12392.69,373.48,37432.95,214823.73
Fiscal,2016,11661,91237.61,0,0,91237.61,16979.34,13068.75,7087.66,37135.75,128373.36
Calendar,2015,43201,65361.05,0,915.87,66276.92,14313.12,7167.97,5331.55,26812.64,93089.56
Fiscal,2014,44922,112703.74,60498.31,18686.41,191888.46,25693.88,15245.17,3032.96,43972.01,235860.47
Fiscal,2013,43977,133030.02,0,15167.07,148197.09,28441.4,12795.64,5693.97,46931.01,195128.1
Calendar,2015,14498,34244.91,155.4,0,34400.31,1862.93,8078.92,2665.3,12607.15,47007.46
Calendar,2013,51028,2129.05,0,0,2129.05,0,826.83,164.83,991.66,3120.71
Fiscal,2015,53214,120113.75,536.4,28355.23,149005.38,32840.49,10863.45,10414.93,54118.87,203124.25
Fiscal,2013,16986,66262.18,3411.85,4820.73,74494.76,12524.75,11968.38,6141.09,30634.22,105128.98
Calendar,2014,19736,6650.26,14.38,0,6664.64,0,2165.87,515.97,2681.84,9346.48
Fiscal,2013,2841,119370.65,0,861.89,120232.54,21285.66,12801.79,1990.34,36077.79,156310.33
Calendar,2013,32621,1096.48,0,0,1096.48,0,425.82,84.89,510.71,1607.19
Calendar,2013,47235,9580,0,0,9580,1744.52,1913.81,799.31,4457.64,14037.64
Fiscal,2015,5211,8201.62,0,61.31,8262.93,0,0,652.76,652.76,8915.69
Fiscal,2013,11807,3785.63,0,182.92,3968.55,0,1381.72,307.24,1688.96,5657.51
Calendar,2013,39978,601.8,0,0,601.8,-0.01,0,-0.02,-0.03,601.77
Fiscal,2015,6043,119355.3,19042.29,2963.23,141360.82,25790.19,12500.56,2324.52,40615.27,181976.09
Fiscal,2015,43986,76000,0,0,76000,22374.4,7280.01,10370.58,40024.99,116024.99
Fiscal,2016,23226,39515.75,0,0,39515.75,7353.81,9368.26,3206.9,19928.97,59444.72
Calendar,2015,44539,66313.96,7929.08,1175.6,75418.64,15369.47,13065.79,5423.61,33858.87,109277.51
Calendar,2014,27419,23995,456.19,279,24730.19,5444.68,3012.67,1913.43,10370.78,35100.97
Fiscal,2013,32527,2400,0,0,2400,0,738.57,185.8,924.37,3324.37
Calendar,2015,51033,4164,0,0,4164,774.92,477.86,344.87,1597.65,5761.65
Fiscal,2015,15175,140284.9,6374.62,14734.31,161393.83,30281.13,12452.65,2733.41,45467.19,206861.02
Fiscal,2014,52343,97403.19,27823.98,13392.71,138619.88,22823.76,11792.91,8918.21,43534.88,182154.76
Calendar,2013,40558,61559.5,0,2326.35,63885.85,11112.31,7655.26,4939.72,23707.29,87593.14
Fiscal,2014,23462,47376.6,810.84,6797.87,54985.31,10069.99,6759.65,855.42,17685.06,72670.37
Fiscal,2013,1959,6022.8,0,0,6022.8,0,590.85,466.29,1057.14,7079.94
Calendar,2015,3768,13108.98,0,19.02,13128,1655.96,0,5309.7,6965.66,20093.66
Calendar,2013,20200,39748.01,0,8011.54,47759.55,7238.07,6937.57,3900.72,18076.36,65835.91
Fiscal,2016,10774,68297.25,0,615.89,68913.14,12824.66,12800.57,5615.98,31241.21,100154.35
Fiscal,2015,40645,92450.97,11127.12,10278,113856.09,22279.45,12464.63,9144.77,43888.85,157744.94
Fiscal,2016,1508,18961.05,56.45,0,19017.5,0,4626.44,1476.33,6102.77,25120.27
Fiscal,2016,45534,26092.45,3749,2117.63,31959.08,5737.76,6534.41,2540.38,14812.55,46771.63
Fiscal,2014,47006,56837.11,0,608.4,57445.51,12247.38,12153.11,4743.76,29144.25,86589.76
Calendar,2014,46716,138208.57,53649.62,24082.63,215940.82,29578.08,13054.94,3561.48,46194.5,262135.32
Fiscal,2014,14810,112703.74,14737.76,18748.34,146189.84,25707.92,15245.17,2433.95,43387.04,189576.88
Fiscal,2015,15955,36746.01,0,20.06,36766.07,8246.67,7519.49,2991.55,18757.71,55523.78
Calendar,2013,42158,110938.07,0,648,111586.07,21314.31,12138.43,9249.01,42701.75,154287.82
Fiscal,2013,7563,86320.02,0,0,86320.02,15718.83,12801.8,7134.27,35654.9,121974.92
Calendar,2014,44048,40806.26,14050.15,2314.21,57170.62,7368.41,6025.35,1080.78,14474.54,71645.16
Fiscal,2014,29854,51928.6,0,0,51928.6,12888.64,11314.03,4197.77,28400.44,80329.04
Fiscal,2014,22939,1620.01,0,0,1620.01,0,-193.95,125.42,-68.53,1551.48
Fiscal,2016,41802,125330.79,0,0,125330.79,22722.44,11672.39,17110.08,51504.91,176835.7
Calendar,2015,13396,11102.96,0,0,11102.96,0,3006.07,859.59,3865.66,14968.62
Fiscal,2013,16138,44106.82,2928.04,1175.1,48209.96,8245.89,9336.68,3944.42,21526.99,69736.95
Calendar,2015,32363,156746.05,0,0,156746.05,31545.23,12424.5,10447.22,54416.95,211163
Calendar,2014,43087,65513.55,100.42,7767.95,73381.92,15457.45,13017.28,5788.47,34263.2,107645.12
Calendar,2014,5112,77184.86,0,0,77184.86,16872.2,13054.94,6255.1,36182.24,113367.1
Calendar,2015,50278,119450.15,2004,4258.42,125712.57,23683.76,12424.5,2140.94,38249.2,163961.77
Calendar,2015,9462,3939.65,0,988.5,4928.15,1045.44,1708.37,403.14,3156.95,8085.1
Calendar,2015,17008,96121.97,34681.96,13815.29,144619.22,26725.42,12217.41,2409.64,41352.47,185971.69
Calendar,2014,36959,2115,0,0,2115,474.39,502.11,163.74,1140.24,3255.24
Fiscal,2015,52924,98498.33,0,0,98498.33,21689.29,12488.58,1595.87,35773.74,134272.07
Calendar,2015,7245,24951.11,23444.41,3816.24,52211.76,6338.68,6301.85,4138.45,16778.98,68990.74
Fiscal,2016,50009,121133.37,17512.54,4742.47,143388.38,21526.01,13081.28,2396.07,37003.36,180391.74
Fiscal,2013,12336,83539.24,1412.98,0,84952.22,15212.48,12801.79,6881.8,34896.07,119848.29
Fiscal,2015,53154,83648.46,0,0,83648.46,18762.41,12493.13,6232.55,37488.09,121136.55
Fiscal,2016,46799,3528,0,14.7,3542.7,0,1795.72,274.97,2070.69,5613.39
Fiscal,2015,28921,76269,6260.01,0,82529.01,17107.2,12500.56,6569.22,36176.98,118705.99
